"gene","best_annot","dummy_name","GO"
"IGF1","IGF1","IGF1","GO:0090201;GO:1905460;GO:0061051;GO:2001237;GO:1904646;GO:1902430;GO:2000679;GO:1904707;GO:0007165;GO:0150079;GO:0000187;GO:0070886;GO:0045725;GO:0001775;GO:1904075;GO:0007517;GO:0043491;GO:0030166;GO:0045821;GO:0007265;GO:0070371;GO:0032691;GO:0008284;GO:0008283;GO:0014911;GO:0002576;GO:0010613;GO:0045840;GO:0042060;GO:0040014;GO:0010560;GO:0001501;GO:0046579;GO:0010468;GO:0014068;GO:0048146;GO:0043568;GO:0032720;GO:0009408;GO:0009441;GO:0044267;GO:0050821;GO:0048009;GO:0034392;GO:0032148;GO:0014065;GO:0045893;GO:0014896;GO:0030335;GO:0050731;GO:0035630;GO:0048661;GO:0014904;GO:0050714;GO:0045445;GO:0045669;GO:0010628;GO:0045944;GO:0043410;GO:0042104;GO:0010629;GO:0046326;GO:0060283;GO:0051450;GO:0043388;GO:0043066;GO:0014834;GO:0048015;GO:0050679;GO:0042531"
"IGF1R","IGF1R","IGF1R","GO:0071333;GO:0043066;GO:0033674;GO:0016032;GO:0046777;GO:0014065;GO:0030335;GO:0046328;GO:0048015;GO:0097062;GO:0014068;GO:0007169;GO:0038083;GO:0042593;GO:0048009;GO:0008286;GO:0120162;GO:1904646;GO:0043410;GO:0006955;GO:0043243;GO:0097242;GO:0008284;GO:0045056;GO:0007275;GO:0051389;GO:0007165;GO:0051897"
"IGF2","IGF2","IGF2","GO:0031056;GO:0071902;GO:0051897;GO:0031017;GO:0008286;GO:0060669;GO:0006006;GO:0043085;GO:0045725;GO:0051147;GO:0046628;GO:2000467;GO:0051146;GO:0042104;GO:0008284;GO:0051148;GO:0006349;GO:0046622;GO:0038028;GO:0045944;GO:0001501;GO:0006355;GO:0050731;GO:0009887;GO:0048633;GO:0051781;GO:0001649;GO:0007275;GO:0043410;GO:0000122;GO:0044267;GO:0001892;GO:0040018;GO:0001934;GO:1905564;GO:0001701;GO:0045840;GO:0002576"
"IGF2BP1","IGF2BP1","IGF2BP1","GO:0017148;GO:0051252;GO:0022013;GO:0051028;GO:0070934;GO:0097150;GO:0001817;GO:0007399;GO:0010610;GO:0043488;GO:0010468"
"IGF2BP2","IGF2BP2","IGF2BP2","GO:0017148;GO:0010468;GO:0043488;GO:0007399;GO:0009653;GO:0051252;GO:0001817;GO:0051028"
"IGF2BP3","IGF2BP3","IGF2BP3","GO:0043488;GO:0006412;GO:0009653;GO:0001817;GO:0051252;GO:0017148;GO:0051028;GO:0007399;GO:0010468"
"LOC113989831","IGF2R","IGF2R_ah_1","GO:0048009;GO:0009791;GO:0007165;GO:0007283;GO:0043065;GO:0006898;GO:0043312;GO:0044794;GO:1904772;GO:0007041;GO:0032526;GO:0007186;GO:0031100;GO:0061024;GO:0001889"
"LOC113992319","IGF2R","IGF2R_ah_2","GO:0048009;GO:0009791;GO:0007165;GO:0007283;GO:0043065;GO:0006898;GO:0043312;GO:0044794;GO:1904772;GO:0007041;GO:0032526;GO:0007186;GO:0031100;GO:0061024;GO:0001889"
"IGFALS","IGFALS","IGFALS","GO:0007165;GO:0007155;GO:0044267"
"LOC113998959","IGFBP1","IGFBP1_ah_1","GO:0042246;GO:0030307;GO:0043567;GO:0007568;GO:0008286;GO:0007165;GO:0090090;GO:0036499;GO:0043687;GO:0044267"
"LOC114003207","IGFBP1","IGFBP1_ah_2","GO:0042246;GO:0030307;GO:0043567;GO:0007568;GO:0008286;GO:0007165;GO:0090090;GO:0036499;GO:0043687;GO:0044267"
"IGFBP2","IGFBP2","IGFBP2","GO:0042104;GO:0042493;GO:0032526;GO:0043567;GO:0032355;GO:0040008;GO:0051384;GO:0032870;GO:0007584;GO:0010226;GO:0090090;GO:0009612;GO:0007165;GO:0043627;GO:0044267;GO:0007568;GO:0007565"
"IGFBP3","IGFBP3","IGFBP3","GO:0048662;GO:0010906;GO:0044267;GO:0001933;GO:0014912;GO:0043568;GO:0044342;GO:0043410;GO:0006915;GO:0001649;GO:0043666;GO:0043065;GO:0001558;GO:0008285;GO:0045663;GO:0009968;GO:0042981;GO:0043687;GO:0006468;GO:0043567"
"IGFBP4","IGFBP4","IGFBP4","GO:0043567;GO:0044342;GO:0043568;GO:0090090;GO:0007165;GO:0044267;GO:0010906;GO:0001558;GO:0006954;GO:0043687;GO:0043410"
"IGFBP5","IGFBP5","IGFBP5","GO:0051146;GO:0071320;GO:0060416;GO:1904754;GO:0031069;GO:1901862;GO:0045926;GO:0051897;GO:0001558;GO:0043569;GO:0060056;GO:1904205;GO:0007565;GO:0007568;GO:0014912;GO:0001649;GO:0048286;GO:0042593;GO:0043568;GO:0030336;GO:0035556;GO:0071407;GO:0045668;GO:0048662;GO:0044267;GO:0007165;GO:0044342;GO:0017148;GO:1904707;GO:0043567;GO:0043687"
"IGFBP7","IGFBP7","IGFBP7","GO:0043687;GO:0032526;GO:0032870;GO:0001558;GO:0044267;GO:0009408;GO:0050810;GO:0009966;GO:0007566;GO:0008285;GO:0051414;GO:0007155"
"IGFN1","IGFN1","IGFN1","GO:0010842;GO:0007156;GO:0007416;GO:0008150"
"IGHMBP2","IGHMBP2","IGHMBP2","GO:0006412;GO:0006310;GO:0032508;GO:0006260;GO:0006281"
"LOC113984271","IGLL1","IGLL1_ah_2","GO:0006955;GO:0050900;GO:0042742;GO:0045087;GO:0050853;GO:0006910;GO:0006958;GO:0006911;GO:0050871"
"LOC113984310","IGLL1","IGLL1_ah_4","GO:0006955;GO:0050900;GO:0042742;GO:0045087;GO:0050853;GO:0006910;GO:0006958;GO:0006911;GO:0050871"
"LOC113984272","IGLL1","IGLL1_ah_3","GO:0006955;GO:0050900;GO:0042742;GO:0045087;GO:0050853;GO:0006910;GO:0006958;GO:0006911;GO:0050871"
"LOC113984305","IGLL1","IGLL1_ah_1","GO:0006955;GO:0050900;GO:0042742;GO:0045087;GO:0050853;GO:0006910;GO:0006958;GO:0006911;GO:0050871"
"IGSF10","IGSF10","IGSF10","GO:0007275;GO:0001503;GO:0030154;GO:2001222"
"IGSF11","IGSF11","IGSF11","GO:0040008;GO:0007156;GO:0061885;GO:0045185;GO:1900273"
"IGSF21","IGSF21","IGSF21","GO:0007156;GO:0060074;GO:0007157"
"IGSF3","IGSF3","IGSF3","GO:0032808"
"IGSF5","IGSF5","IGSF5","GO:0098609"
"IGSF6","IGSF6","IGSF6","GO:0006955;GO:0007166"
"IGSF9B","IGSF9B","IGSF9B","GO:0007155;GO:0007399"
"IHH","IHH","IHH","GO:0043066;GO:0048745;GO:0003406;GO:0060220;GO:0048557;GO:0045880;GO:0032355;GO:0060323;GO:0061053;GO:0016540;GO:0046639;GO:0045453;GO:0048666;GO:0060135;GO:0006029;GO:0009612;GO:0016539;GO:0030704;GO:0048074;GO:0050679;GO:0035988;GO:0033088;GO:0001649;GO:0090136;GO:0007267;GO:0003413;GO:0048596;GO:0010468;GO:0009880;GO:0097421;GO:0001569;GO:0007224;GO:0032967;GO:0031016;GO:0002053;GO:0001947;GO:0042733;GO:0035264;GO:0001501;GO:0033085;GO:0040008;GO:0001708;GO:0048469;GO:0045944;GO:0072498;GO:0033089;GO:0003382;GO:0046638;GO:0001701"
"IK","IK","IK","GO:0007094;GO:0000398;GO:0016032;GO:0034501;GO:0000278"
"IKBIP","IKBIP","IKBIP","GO:0010165"
"IKBKB","IKBKB","IKBKB","GO:0038095;GO:0035509;GO:0018105;GO:0035666;GO:0070498;GO:0051092;GO:0045087;GO:0007249;GO:0002756;GO:0051403;GO:0006468;GO:0002223;GO:0045944;GO:0033209;GO:0071356;GO:0042325;GO:0050852;GO:0072659;GO:0009615;GO:0002479;GO:0043123;GO:1903140;GO:0045893;GO:0030866;GO:0016032;GO:1903347;GO:0010803;GO:0043066;GO:0006954;GO:0007252"
"IKBKE","IKBKE","IKBKE","GO:0006468;GO:0007252;GO:0006955;GO:0035456;GO:0008630;GO:0034340;GO:0018105;GO:0016032;GO:0043123;GO:0010884;GO:0060340;GO:0038061;GO:0098586;GO:0032480;GO:0035666"
"IKZF1","IKZF1","IKZF1","GO:0007049;GO:0030218;GO:0007498;GO:0030098;GO:0045892;GO:0006325;GO:0006357"
"IKZF2","IKZF2","IKZF2","GO:0006357;GO:0008150"
"IKZF3","IKZF3","IKZF3","GO:0042981;GO:0045577;GO:0045944;GO:0045619;GO:0007498;GO:0006357;GO:0030888;GO:0009617;GO:0042113"
"IKZF4","IKZF4","IKZF4","GO:0045892;GO:0006357;GO:0045944;GO:0051260"
"IKZF5","IKZF5","IKZF5","GO:0000122;GO:0006357"
"IL10","IL10","IL10","GO:0010507;GO:0014854;GO:0008285;GO:0042493;GO:0010468;GO:0002875;GO:1903208;GO:0007253;GO:0043524;GO:0042130;GO:0019221;GO:0032715;GO:0007568;GO:0051045;GO:0097421;GO:0001938;GO:0051384;GO:0002639;GO:0050728;GO:0032717;GO:0030183;GO:0002719;GO:0045347;GO:0071650;GO:0042100;GO:1900100;GO:0050807;GO:0030595;GO:1902895;GO:0001818;GO:0014823;GO:1903034;GO:0002237;GO:1903659;GO:0032692;GO:0030889;GO:0071222;GO:0032720;GO:0072577;GO:0001819;GO:0002904;GO:0060302;GO:2000352;GO:0042092;GO:1903672;GO:0032687;GO:0032701;GO:0035729;GO:0032695;GO:0045893;GO:0060670;GO:0051091;GO:0042742;GO:0045787;GO:0046427;GO:0030886;GO:0032689;GO:0034116;GO:0034115;GO:0071392;GO:0045348;GO:0042832;GO:0045019;GO:0045191;GO:1904057;GO:0035722;GO:1904706;GO:1904707;GO:0030097;GO:0045930;GO:0043066;GO:0032868;GO:0034465;GO:2000273;GO:0043032"
"IL10RA","IL10RA","IL10RA","GO:0046427;GO:0010507;GO:0070086;GO:0050807;GO:0032496;GO:0019221"
"IL10RB","IL10RB","IL10RB","GO:0019221;GO:0007165;GO:0006955;GO:0046427;GO:0006954;GO:0051607"
"IL11RA","IL11RA","IL11RA","GO:0019221;GO:0038154;GO:0032502;GO:0008284;GO:0060322"
"IL12A","IL12A","IL12A","GO:0050830;GO:0050671;GO:1900747;GO:0097191;GO:0048662;GO:1903588;GO:0035722;GO:0016032;GO:0070757;GO:0051135;GO:0001916;GO:0042531;GO:0032729;GO:0034393;GO:0002860;GO:0032816;GO:0098586;GO:0016477;GO:0045785;GO:0007050;GO:0032496;GO:0032946;GO:0045954;GO:0019221;GO:2000510;GO:0009615;GO:0010224;GO:0006955;GO:0032700;GO:0050709"
"IL12B","IL12B","IL12B","GO:2000330;GO:0051142;GO:0050829;GO:0019221;GO:0045672;GO:0071222;GO:0002230;GO:0050729;GO:0032740;GO:0032816;GO:0001817;GO:0032693;GO:2000318;GO:0032729;GO:0030101;GO:0051607;GO:1903588;GO:0048662;GO:1901224;GO:0071346;GO:0051135;GO:0002862;GO:0001916;GO:0050709;GO:0002827;GO:0050671;GO:0042104;GO:0045785;GO:1900747;GO:0032735;GO:0010224;GO:0032733;GO:0032700;GO:0007050;GO:0032725;GO:0042832;GO:0010536;GO:0019953;GO:0002323;GO:0042531;GO:0032760;GO:0042509;GO:0019233;GO:0038155;GO:0034393;GO:0034105;GO:0043382;GO:0042093;GO:0008283;GO:0032946;GO:0032609;GO:0035722;GO:0016477;GO:0042102;GO:0042088;GO:0002860;GO:0032819"
"LOC113992898","IL12B","IL12B_pp_1","GO:2000330;GO:0051142;GO:0050829;GO:0019221;GO:0045672;GO:0071222;GO:0002230;GO:0050729;GO:0032740;GO:0032816;GO:0001817;GO:0032693;GO:2000318;GO:0032729;GO:0030101;GO:0051607;GO:1903588;GO:0048662;GO:1901224;GO:0071346;GO:0051135;GO:0002862;GO:0001916;GO:0050709;GO:0002827;GO:0050671;GO:0042104;GO:0045785;GO:1900747;GO:0032735;GO:0010224;GO:0032733;GO:0032700;GO:0007050;GO:0032725;GO:0042832;GO:0010536;GO:0019953;GO:0002323;GO:0042531;GO:0032760;GO:0042509;GO:0019233;GO:0038155;GO:0034393;GO:0034105;GO:0043382;GO:0042093;GO:0008283;GO:0032946;GO:0032609;GO:0035722;GO:0016477;GO:0042102;GO:0042088;GO:0002860;GO:0032819"
"IL12RB1","IL12RB1","IL12RB1","GO:0035722;GO:0002230;GO:0019221;GO:0043382;GO:0002827;GO:0032729;GO:0001916;GO:0038155;GO:2000330;GO:0007165;GO:2000318;GO:0071346;GO:0042104"
"IL12RB2","IL12RB2","IL12RB2","GO:0019221;GO:0035722;GO:0007166;GO:0032729;GO:0070757;GO:0008284"
"IL13RA1","IL13RA1","IL13RA1","GO:0008284;GO:0038165;GO:0019221;GO:0048861;GO:0007166"
"LOC113988374","IL13RA2","IL13RA2","GO:0043305;GO:0016064;GO:0002638;GO:0019221"
"IL15","IL15","IL15","GO:0048662;GO:0071305;GO:0120163;GO:0032819;GO:0050731;GO:0042119;GO:0050729;GO:0001866;GO:0007568;GO:0050766;GO:0006955;GO:0042102;GO:0032740;GO:0048535;GO:0045062;GO:0007165;GO:0042531;GO:0007267;GO:0014732;GO:0030225;GO:0035723;GO:0030212;GO:0032825;GO:0050691;GO:0008284;GO:0050778;GO:1904100;GO:0034105;GO:0048469;GO:0001819;GO:0045580;GO:0006954;GO:0007260"
"IL16","IL16","IL16","GO:0016032;GO:0030595;GO:0032730;GO:0051924;GO:0006955;GO:0050930;GO:0019221;GO:0032755;GO:0050729;GO:0032735"
"IL17A","IL17A","IL17A","GO:2000340;GO:0050830;GO:0032731;GO:0050832;GO:0097400;GO:0097530;GO:0032735;GO:0032747;GO:0006955;GO:0071347;GO:0019221;GO:0045672;GO:1903348;GO:0032760;GO:0008219;GO:0002225;GO:0032755;GO:0060729;GO:0050829;GO:0032739;GO:0006915;GO:0007267;GO:0072537;GO:0045944;GO:0002250;GO:1900017;GO:0045087;GO:0006954"
"IL17B","IL17B","IL17B","GO:1900017;GO:0006955;GO:0006954;GO:0007267;GO:0007165"
"IL17C","IL17C","IL17C","GO:0006954;GO:0097400;GO:0007166;GO:0007267"
"IL17D","IL17D","IL17D","GO:1903707;GO:0032725;GO:0007165;GO:1900017;GO:0032755;GO:0032757;GO:0006954"
"LOC113996924","IL17F","IL17F","GO:0001816;GO:0097400;GO:0032755;GO:0016525;GO:0032641;GO:0032675;GO:0045087;GO:0017015;GO:0032663;GO:1900017;GO:0032645;GO:0050829;GO:0002250;GO:0051216;GO:0050830;GO:2000340;GO:0002225;GO:0006954;GO:0045944;GO:0019221;GO:0032677"
"IL17RA","IL17RA","IL17RA","GO:0045087;GO:0097400;GO:0072537;GO:0007166;GO:2000340;GO:0006954;GO:0032747;GO:0032755;GO:0002250"
"IL17RD","IL17RD","IL17RD","GO:0010719;GO:0000165;GO:0019221;GO:0030512"
"IL17REL","IL17RE","IL17RE_pp_1","GO:0006954;GO:0097400"
"IL17RE","IL17RE","IL17RE","GO:0006954;GO:0097400"
"IL18","IL18","IL18","GO:0000165;GO:0010744;GO:0150078;GO:0045630;GO:0014068;GO:0032616;GO:0019221;GO:0008283;GO:0030101;GO:0045662;GO:0048661;GO:0032729;GO:0032148;GO:0032819;GO:0051092;GO:0042119;GO:0035655;GO:0030431;GO:0042092;GO:0032602;GO:0007267;GO:0006954;GO:0030155;GO:0034105;GO:0051142;GO:0042104;GO:0045944;GO:0032725;GO:0042632;GO:0050729;GO:0032740;GO:0001525;GO:2000556;GO:0070328;GO:0120162;GO:0051897;GO:0032609;GO:0031663;GO:0042267;GO:0042088;GO:0042531;GO:1901224;GO:0071407"
"IL18R1","IL18R1","IL18R1","GO:0007165;GO:0051092;GO:0032729;GO:0006955;GO:0006954;GO:0030101;GO:0035655;GO:1901224;GO:0120163;GO:2000556;GO:0071345;GO:0045063"
"IL18RAP","IL18RAP","IL18RAP","GO:0045954;GO:0035655;GO:0051092;GO:0070301;GO:0008283;GO:0006955;GO:0006954;GO:0042119"
"LOC113995150","IL1B","IL1B","GO:0030730;GO:0014805;GO:0030949;GO:1902680;GO:0071310;GO:0071260;GO:0031622;GO:0019221;GO:0031394;GO:1903597;GO:0150078;GO:1900745;GO:2000556;GO:0030213;GO:0006954;GO:0006915;GO:0070164;GO:0007566;GO:0010573;GO:0010628;GO:0060355;GO:1901224;GO:0007165;GO:0070372;GO:0007267;GO:0060252;GO:1903140;GO:2001240;GO:0071407;GO:0000165;GO:0051092;GO:0032308;GO:0006955;GO:0043491;GO:0030335;GO:0070498;GO:0045429;GO:0000187;GO:0051781;GO:0032743;GO:0071222;GO:0045917;GO:0060559;GO:0010575;GO:0034116;GO:0046330;GO:0035690;GO:0070555;GO:0002711;GO:0010718;GO:0035066;GO:0032729;GO:0043407;GO:0008285;GO:0045766;GO:0050768;GO:0071639;GO:0050995;GO:0050996;GO:0008284;GO:0042102;GO:0035505;GO:0050729;GO:0033129;GO:0045833;GO:0050767;GO:0032755;GO:0051044;GO:0010829;GO:0070487;GO:0050766;GO:0046627;GO:0046827;GO:0043122;GO:0045893;GO:0045840;GO:0033092;GO:0051091;GO:0001934;GO:0050999;GO:0050805;GO:0032757;GO:0050796;GO:0032725;GO:0032496;GO:0001660;GO:0031663"
"IL1R1","IL1R1","IL1R1","GO:0019221;GO:0006954;GO:0032729;GO:0050727;GO:2000391;GO:0006955;GO:2000556;GO:2000661;GO:0070498;GO:0070555;GO:0007166"
"IL1R2","IL1R2","IL1R2","GO:0010955;GO:2000660;GO:0019221;GO:0070498;GO:1900016;GO:0006955;GO:0032690"
"IL1RAP","IL1RAP","IL1RAP","GO:0051092;GO:1905606;GO:0006955;GO:0099560;GO:0065003;GO:0038172;GO:0019221;GO:0032755;GO:0006954;GO:0099545;GO:0032754;GO:0032736;GO:0099151;GO:0051965;GO:0045087;GO:0070498"
"IL1RAPL1","IL1RAPL1","IL1RAPL1","GO:0007165;GO:0097105;GO:0030182;GO:0099545;GO:0007157;GO:0099175;GO:1905606;GO:0071345;GO:0045920;GO:0050775;GO:0051965;GO:0010975"
"IL1RAPL2","IL1RAPL2","IL1RAPL2","GO:0019221;GO:0007417;GO:1905606"
"IL1RL1","IL1RL1","IL1RL1","GO:0007165;GO:0002826;GO:0038172;GO:0032754;GO:0043032;GO:0032689;GO:0032722;GO:0006955;GO:0050729"
"LOC113986435","IL1RL2","IL1RL2","GO:0006954;GO:0070498;GO:0019221;GO:0006968;GO:0071345;GO:0050727;GO:0045582;GO:0007165;GO:0032755;GO:0045087"
"LOC114001498","IL1RN","IL1RN","GO:0006955;GO:0019221;GO:0030073;GO:0006629;GO:0051384;GO:2000660;GO:0070498;GO:0002437;GO:0034115;GO:0006954"
"LOC113986232","IL20","IL20","GO:0019221;GO:0045672;GO:0045618;GO:0042531;GO:0050727;GO:0045606"
"IL20RA","IL20RA","IL20RA","GO:0019221;GO:2001244;GO:0045124"
"IL20RB","IL20RB","IL20RB","GO:0002437;GO:0048873;GO:0032689;GO:0032753;GO:0032703;GO:0019221;GO:0001808;GO:0002765;GO:0032733;GO:0042130"
"IL21","IL21","IL21","GO:0002314;GO:0045954;GO:0050729;GO:0038114;GO:0042531;GO:0008284;GO:0051607;GO:0032740;GO:0042102;GO:0030890;GO:0032729;GO:0034105;GO:0007260;GO:0001819;GO:0098586;GO:0061470;GO:0002377;GO:0048469;GO:0007165"
"IL21R","IL21R","IL21R","GO:0030101;GO:0038114"
"IL22","IL22","IL22","GO:0019221;GO:0051384;GO:0006954;GO:0006953"
"IL22RA1","IL22RA1","IL22RA1","GO:0050829;GO:0019221;GO:0008150"
"IL22RA2","IL22RA2","IL22RA2","GO:0042509;GO:0019221;GO:0050728"
"IL23A","IL23A","IL23A","GO:0032740;GO:0051135;GO:0042531;GO:0042102;GO:0010536;GO:0045087;GO:0032760;GO:0034105;GO:0050829;GO:0032729;GO:0042104;GO:0002827;GO:0042509;GO:0002230;GO:0042098;GO:0032816;GO:0032819;GO:2000318;GO:0032733;GO:0019221;GO:2000330;GO:0038155;GO:0090023;GO:0045672;GO:0032693;GO:0043382;GO:0050729;GO:0001916;GO:0048771;GO:0032735;GO:1901224;GO:0045944;GO:0006954;GO:0051607;GO:0051142;GO:0032725"
"IL23R","IL23R","IL23R","GO:0032740;GO:0002827;GO:0006954;GO:0032729;GO:0032693;GO:0010536;GO:0002230;GO:0019221;GO:0034341;GO:0045672;GO:0001916;GO:0051135;GO:0042531;GO:0043382;GO:0042509;GO:2000330;GO:0042102;GO:0032496;GO:0032819;GO:2000318;GO:0032735;GO:0038155;GO:0032725;GO:0042104;GO:0050829"
"IL26","IL26","IL26","GO:0032874;GO:0050680;GO:0046427;GO:0001819;GO:0051897;GO:0019221;GO:0007267;GO:0070374;GO:0045944"
"IL2RB","IL2RB","IL2RB","GO:0035723;GO:0016032;GO:0007165;GO:0000165;GO:0038110;GO:0050766;GO:0043066;GO:0065003;GO:0019221"
"IL2RG","IL2RG","IL2RG","GO:0038110;GO:0038113;GO:0050766;GO:0019221;GO:0038111;GO:0006955;GO:0007165;GO:0016032;GO:0035723;GO:0038114;GO:0035771;GO:0000165"
"IL34","IL34","IL34","GO:0045651;GO:0019221;GO:0061514;GO:0008284;GO:0045087;GO:0061098;GO:0120041;GO:0001934;GO:0048714;GO:0045657;GO:0010759;GO:0010628;GO:0043406;GO:0006954;GO:0061518"
"IL4","IL4","IL4","GO:0016239;GO:0032720;GO:0032733;GO:0030335;GO:0042102;GO:0042116;GO:0032736;GO:0097028;GO:0030890;GO:2000424;GO:0001774;GO:0045893;GO:1901857;GO:0008284;GO:0030183;GO:0042092;GO:0031296;GO:0010628;GO:0043066;GO:0150076;GO:2000352;GO:0019221;GO:0071677;GO:0042976;GO:0045582;GO:0045944;GO:0050776;GO:0035745;GO:2000320;GO:0150079;GO:0120162;GO:0042110;GO:0010633;GO:1903845;GO:1903660;GO:1900223;GO:0045671;GO:0048260;GO:0043011;GO:0045191;GO:1901741;GO:0002227;GO:0097192;GO:0008203;GO:0042325;GO:0050728;GO:0002674;GO:0048295;GO:0045892;GO:0045348;GO:0000122;GO:0002230;GO:0002677;GO:2001171;GO:2001237;GO:0048304;GO:0042531;GO:0006955;GO:0043306;GO:0043031;GO:0045064"
"IL4I1","IL4I1","IL4I1","GO:0006559;GO:0002250;GO:0009063"
"IL4R","IL4R","IL4R","GO:0032722;GO:0016064;GO:0006955;GO:0002639;GO:0045626;GO:0043032;GO:0035771;GO:0043627;GO:0007165;GO:0002532;GO:1901741;GO:0043306;GO:0030728;GO:1990834;GO:0019221;GO:0120162;GO:0042127;GO:0042832;GO:0045630"
"IL5RA","IL5RA","IL5RA","GO:0000165;GO:0007165;GO:0019221;GO:0070665;GO:0038043;GO:0032674;GO:0002437"
"IL6","IL6","IL6","GO:0051384;GO:0006953;GO:0042593;GO:0008284;GO:0010573;GO:0035633;GO:0032731;GO:0150078;GO:0071222;GO:0150077;GO:2000660;GO:0051091;GO:0006954;GO:0031175;GO:0019221;GO:0032733;GO:0051607;GO:0045599;GO:0061888;GO:0031018;GO:0010574;GO:0061470;GO:1902512;GO:0046427;GO:0043687;GO:0045944;GO:0032740;GO:0010575;GO:0006959;GO:0032755;GO:0032494;GO:0043065;GO:0043410;GO:0045669;GO:0010888;GO:0042531;GO:0008285;GO:0014823;GO:0070102;GO:0070092;GO:0050830;GO:0043066;GO:0010628;GO:1904996;GO:0044267;GO:0050768;GO:2000676;GO:0032966;GO:0033138;GO:0042102;GO:0032760;GO:0048661;GO:0045765;GO:1904894;GO:0002675;GO:0032722;GO:0032757;GO:1903978;GO:0002639;GO:0032682;GO:0010718;GO:1900017;GO:2000553;GO:0032625;GO:0030168;GO:0050731;GO:0002314;GO:0002377;GO:0002548;GO:0045779;GO:0002690;GO:0051092;GO:0050871;GO:0045893;GO:0098586;GO:0001781;GO:2000635;GO:0070050;GO:0060252;GO:0050829;GO:0002446;GO:0090091;GO:0097421;GO:0072574;GO:0072540;GO:0070301;GO:0002384;GO:1903800;GO:0070091;GO:0045727;GO:0050796"
"IL6R","IL6R","IL6R","GO:0002384;GO:0031018;GO:0002548;GO:0010536;GO:0050829;GO:0097191;GO:0019221;GO:0070102;GO:0050731;GO:0002690;GO:0038154;GO:0032755;GO:0072540;GO:0048661;GO:0042531;GO:0034097;GO:0032722;GO:0070120;GO:0008284;GO:0010573;GO:0072126;GO:0045669;GO:0006953"
"IL6ST","IL6ST","IL6ST","GO:0070102;GO:0070106;GO:0070757;GO:0042102;GO:0045669;GO:0002675;GO:0045747;GO:0034097;GO:0008284;GO:0060576;GO:0016032;GO:0005977;GO:0010613;GO:0043066;GO:0002821;GO:0010575;GO:0048861;GO:0019221;GO:0038165;GO:0042531;GO:0048711;GO:0070120;GO:0038154"
"IL7","IL7","IL7","GO:0002360;GO:0038111;GO:0045579;GO:0001961;GO:0045453;GO:0050730;GO:2001240;GO:0006959;GO:0007267;GO:0046622;GO:0048873;GO:0032722;GO:0043086;GO:0019221;GO:0043066;GO:0045582;GO:0030890;GO:0009887;GO:0008284"
"IL7R","IL7R","IL7R","GO:0030217;GO:0042100;GO:0061024;GO:1904894;GO:0000018;GO:0033089;GO:0008284;GO:0050830;GO:0038111;GO:0048872;GO:0070233;GO:0000902;GO:0001915;GO:0048535;GO:0007165;GO:0006955;GO:0010628;GO:0008361;GO:0007166"
"LOC113995689","IL9R","IL9R","GO:0007165;GO:0038113;GO:0042127"
"ILDR1","ILDR1","ILDR1","GO:0006897;GO:0090277;GO:1990830"
"ILDR2","ILDR2","ILDR2","GO:0030154;GO:0030073;GO:0048873;GO:0009749;GO:0031016"
"ILF2","ILF2","ILF2","GO:0045893;GO:0043312"
"ILF3","ILF3","ILF3","GO:0045071;GO:0006468;GO:0051607;GO:0017148;GO:0045893;GO:0045892"
"ILK","ILK","ILK","GO:0034329;GO:0006468;GO:0009967;GO:0007229;GO:0045893;GO:0090263;GO:0034446;GO:0033209;GO:1901224;GO:0001934;GO:0007160;GO:0042327;GO:0070527;GO:1900026;GO:0000902"
"ILKAP","ILKAP","ILKAP","GO:0006470"
"LOC113996863","ILVBL","ILVBL_ah_2","GO:0001561;GO:0009097;GO:0009099"
"LOC113986949","ILVBL","ILVBL_ah_1","GO:0001561;GO:0009097;GO:0009099"
"IMMP1L","IMMP1L","IMMP1L","GO:0006627;GO:0008150"
"IMMP2L","IMMP2L","IMMP2L","GO:0007420;GO:0006465;GO:0007283;GO:0022904;GO:0061300;GO:0008015;GO:0033108;GO:0006627;GO:0001541;GO:0006974;GO:0030728;GO:0006801"
"LOC113987198","IMMP2L","IMMP2L_pp_1","GO:0007420;GO:0006465;GO:0007283;GO:0022904;GO:0061300;GO:0008015;GO:0033108;GO:0006627;GO:0001541;GO:0006974;GO:0030728;GO:0006801"
"IMMT","IMMT","IMMT","GO:0007007;GO:0051560;GO:0042407"
"IMP3","IMP3","IMP3","GO:0006364"
"IMP4","IMP4","IMP4","GO:0006364"
"IMPA1","IMPA1","IMPA1","GO:0006661;GO:0006021;GO:0043647;GO:0007165;GO:0046855;GO:0006796;GO:0046854;GO:0006020"
"IMPA2","IMPA2","IMPA2","GO:0046855;GO:0006020;GO:0006021;GO:0006796;GO:0007165;GO:0046854;GO:0043647"
"IMPACT","IMPACT","IMPACT","GO:0001933;GO:0008150;GO:0045666;GO:0006469;GO:1990138;GO:0097201;GO:0070301;GO:0140469;GO:0072755;GO:0034198;GO:0071468;GO:0071264;GO:1990253;GO:0031953;GO:0006446;GO:0071494;GO:0060548;GO:0042149;GO:0031333;GO:0000122"
"IMPAD1","IMPAD1","IMPAD1","unknown"
"LOC113986178","IMPDH1","IMPDH1_ah_1","GO:0009168;GO:0006177;GO:0043312;GO:0006183"
"LOC113991135","IMPDH1","IMPDH1_ah_2","GO:0009168;GO:0006177;GO:0043312;GO:0006183"
